datas,labels
"[[[ 2  8 19]
  [ 1  6 16]
  [ 0  4 12]
  ...
  [ 0  1 11]
  [ 0  2 10]
  [ 0  3 11]]

 [[ 6 15 30]
  [ 3 10 25]
  [ 0  5 19]
  ...
  [ 0  1 17]
  [ 0  1 15]
  [ 0  2 15]]

 [[12 23 43]
  [ 7 17 36]
  [ 2 10 28]
  ...
  [ 4  8 32]
  [ 2  5 26]
  [ 0  3 22]]

 ...

 [[ 2  2  0]
  [ 2  2  0]
  [ 2  2  0]
  ...
  [ 0  1  2]
  [ 0  1  2]
  [ 0  1  3]]

 [[ 1  2  0]
  [ 1  2  0]
  [ 1  2  0]
  ...
  [ 0  1  2]
  [ 0  1  2]
  [ 0  1  3]]

 [[ 1  2  0]
  [ 1  2  0]
  [ 1  2  0]
  ...
  [ 0  1  2]
  [ 0  1  2]
  [ 0  1  2]]]",[1. 0. 0.]
"[[[ 25  16  26]
  [ 25  17  27]
  [ 23  19  25]
  ...
  [ 56  76 107]
  [ 20  37  63]
  [ 21  37  54]]

 [[ 23  16  23]
  [ 27  19  29]
  [ 24  18  23]
  ...
  [ 61  80 112]
  [ 23  40  66]
  [ 20  35  54]]

 [[ 20  13  20]
  [ 21  15  21]
  [ 22  15  20]
  ...
  [ 64  83 114]
  [ 26  42  68]
  [ 20  35  54]]

 ...

 [[ 26  17  38]
  [ 26  17  37]
  [ 26  15  35]
  ...
  [ 35  21  45]
  [ 35  20  47]
  [ 34  20  48]]

 [[ 27  18  39]
  [ 27  18  38]
  [ 32  21  41]
  ...
  [ 35  20  47]
  [ 35  20  48]
  [ 33  19  47]]

 [[ 28  19  40]
  [ 28  19  40]
  [ 28  16  34]
  ...
  [ 36  21  48]
  [ 34  20  48]
  [ 34  20  48]]]",[1. 0. 0.]
"[[[45 61 90]
  [40 55 83]
  [38 51 79]
  ...
  [26 34 55]
  [28 37 57]
  [31 38 58]]

 [[45 63 92]
  [42 57 86]
  [40 54 82]
  ...
  [25 34 56]
  [27 35 57]
  [29 37 58]]

 [[46 64 95]
  [44 60 90]
  [43 57 86]
  ...
  [25 33 56]
  [26 34 57]
  [27 35 58]]

 ...

 [[25 24 30]
  [23 22 27]
  [21 19 24]
  ...
  [51 38 68]
  [42 29 58]
  [35 20 48]]

 [[27 25 31]
  [24 22 27]
  [22 20 24]
  ...
  [40 30 53]
  [39 27 50]
  [40 26 50]]

 [[29 27 33]
  [26 24 29]
  [23 21 26]
  ...
  [34 26 43]
  [36 27 45]
  [47 35 55]]]",[1. 0. 0.]
"[[[ 31  19  15]
  [ 31  19  13]
  [ 33  19  13]
  ...
  [190 162 152]
  [ 67  44  37]
  [ 25   5   1]]

 [[ 30  19  15]
  [ 32  20  14]
  [ 34  19  13]
  ...
  [102  76  69]
  [ 27   8   6]
  [ 33  15  10]]

 [[ 31  19  14]
  [ 34  21  14]
  [ 38  21  15]
  ...
  [ 37  16  11]
  [ 33  14  11]
  [ 34  18  16]]

 ...

 [[108  75  88]
  [113  83 101]
  [107  79  95]
  ...
  [ 46  25  13]
  [ 47  23  14]
  [ 48  23  17]]

 [[105  68  76]
  [106  73  86]
  [113  82  97]
  ...
  [ 43  23  13]
  [ 45  23  15]
  [ 48  25  17]]

 [[151 113 109]
  [100  63  67]
  [104  71  79]
  ...
  [ 41  22  14]
  [ 41  22  14]
  [ 45  24  16]]]",[1. 0. 0.]
"[[[ 79  66  68]
  [ 83  71  73]
  [ 45  37  40]
  ...
  [ 25  20  17]
  [ 27  22  19]
  [ 30  22  22]]

 [[ 81  67  69]
  [ 84  72  74]
  [ 44  37  40]
  ...
  [ 26  21  20]
  [ 27  22  21]
  [ 29  21  22]]

 [[ 82  68  70]
  [ 83  70  72]
  [ 42  35  39]
  ...
  [ 25  20  19]
  [ 26  21  20]
  [ 26  18  19]]

 ...

 [[ 37  26  29]
  [ 34  26  27]
  [ 32  26  27]
  ...
  [ 85  90 120]
  [ 80  84 108]
  [ 53  53  69]]

 [[ 36  25  27]
  [ 34  26  27]
  [ 32  26  27]
  ...
  [ 77  80 108]
  [ 61  63  83]
  [ 38  37  47]]

 [[ 38  27  29]
  [ 33  25  26]
  [ 28  23  25]
  ...
  [ 65  64  88]
  [ 33  30  48]
  [ 41  34  41]]]",[0. 1. 0.]
"[[[ 29  23  40]
  [ 25  21  33]
  [ 23  17  28]
  ...
  [ 78  72  90]
  [ 14   4  17]
  [ 11   0   8]]

 [[ 25  25  43]
  [ 25  25  39]
  [ 23  21  34]
  ...
  [ 74  67  86]
  [ 18   9  21]
  [ 15   4  12]]

 [[ 32  36  55]
  [ 29  31  47]
  [ 23  24  40]
  ...
  [ 66  60  77]
  [ 16   6  18]
  [ 17   6  14]]

 ...

 [[198 192 211]
  [188 180 203]
  [176 166 193]
  ...
  [ 31  26  34]
  [ 31  27  38]
  [ 33  27  42]]

 [[199 192 212]
  [186 177 200]
  [176 164 192]
  ...
  [ 35  27  38]
  [ 37  30  43]
  [ 34  28  45]]

 [[196 187 208]
  [181 171 194]
  [174 161 188]
  ...
  [ 36  28  38]
  [ 39  32  45]
  [ 36  30  49]]]",[1. 0. 0.]
"[[[167 176 149]
  [167 176 149]
  [161 171 144]
  ...
  [193 194 177]
  [200 200 182]
  [200 200 182]]

 [[167 176 149]
  [167 176 149]
  [161 171 144]
  ...
  [193 194 177]
  [200 200 182]
  [200 200 182]]

 [[161 170 143]
  [161 170 143]
  [155 165 138]
  ...
  [184 186 169]
  [192 192 175]
  [192 192 175]]

 ...

 [[112 127 129]
  [112 127 129]
  [112 127 129]
  ...
  [ 91  86  77]
  [ 93  88  78]
  [ 93  88  78]]

 [[112 127 129]
  [112 127 129]
  [112 127 129]
  ...
  [ 94  91  80]
  [ 96  92  81]
  [ 96  92  81]]

 [[112 127 129]
  [112 127 129]
  [112 127 129]
  ...
  [ 94  90  80]
  [ 96  92  81]
  [ 96  92  81]]]",[1. 0. 0.]
"[[[ 21  25  43]
  [ 21  25  43]
  [ 20  24  43]
  ...
  [234 234 228]
  [241 239 229]
  [241 239 229]]

 [[ 22  26  44]
  [ 22  26  44]
  [ 20  25  45]
  ...
  [235 234 229]
  [241 239 230]
  [241 239 230]]

 [[ 24  30  50]
  [ 24  30  50]
  [ 23  28  51]
  ...
  [235 235 232]
  [241 240 233]
  [241 240 233]]

 ...

 [[ 32  57 114]
  [ 32  57 114]
  [ 33  58 116]
  ...
  [ 75  61  72]
  [ 76  60  72]
  [ 76  60  72]]

 [[ 31  57 116]
  [ 31  57 116]
  [ 32  59 118]
  ...
  [ 72  59  71]
  [ 73  58  71]
  [ 73  58  71]]

 [[ 31  57 117]
  [ 31  57 117]
  [ 32  59 119]
  ...
  [ 72  58  71]
  [ 72  57  71]
  [ 72  57  71]]]",[0. 1. 0.]
"[[[ 14  11  13]
  [ 13  11  13]
  [ 10  10  15]
  ...
  [168 159 149]
  [206 196 182]
  [213 202 188]]

 [[ 13  11  13]
  [ 13  11  14]
  [ 10  10  15]
  ...
  [167 158 148]
  [206 195 182]
  [212 201 188]]

 [[ 12  10  15]
  [ 11  10  15]
  [  8   9  16]
  ...
  [163 155 144]
  [205 193 181]
  [211 200 187]]

 ...

 [[160 160 185]
  [160 161 185]
  [157 161 187]
  ...
  [ 98 153 177]
  [124 181 201]
  [128 186 205]]

 [[158 162 186]
  [158 162 186]
  [156 162 188]
  ...
  [ 92 151 174]
  [121 183 202]
  [126 188 207]]

 [[158 162 186]
  [158 162 186]
  [156 163 188]
  ...
  [ 91 150 174]
  [120 183 202]
  [125 189 207]]]",[0. 1. 0.]
"[[[  0   0  10]
  [  1   2  15]
  [  4   6  26]
  ...
  [ 45  34  33]
  [114 103 100]
  [149 137 133]]

 [[  0   0  11]
  [  1   1  16]
  [  3   4  26]
  ...
  [ 40  30  28]
  [ 99  88  84]
  [129 118 113]]

 [[  0   1  14]
  [  0   1  18]
  [  1   1  25]
  ...
  [ 31  21  19]
  [ 71  61  56]
  [ 91  81  75]]

 ...

 [[  0   1   2]
  [  0   1   4]
  [  0   0   6]
  ...
  [ 98 146 250]
  [ 98 150 253]
  [ 98 151 255]]

 [[  0   0   3]
  [  1   1   6]
  [  2   2  10]
  ...
  [ 99 146 253]
  [ 97 147 254]
  [ 95 148 255]]

 [[  0   0   4]
  [  1   1   7]
  [  2   2  12]
  ...
  [ 99 147 255]
  [ 96 146 255]
  [ 94 146 255]]]",[1. 0. 0.]
"[[[ 16  18  29]
  [ 16  19  29]
  [ 16  20  31]
  ...
  [203 228 193]
  [206 227 197]
  [208 227 200]]

 [[ 18  20  31]
  [ 16  19  30]
  [ 14  18  29]
  ...
  [203 227 194]
  [205 226 197]
  [207 226 199]]

 [[ 18  20  31]
  [ 16  18  30]
  [ 13  16  27]
  ...
  [204 228 198]
  [206 227 199]
  [207 227 200]]

 ...

 [[103 115 189]
  [104 115 188]
  [105 115 188]
  ...
  [ 81  93 160]
  [ 81  92 156]
  [ 81  92 154]]

 [[106 116 190]
  [106 116 190]
  [107 116 189]
  ...
  [ 67  81 148]
  [ 65  79 145]
  [ 64  78 143]]

 [[108 117 191]
  [108 117 191]
  [108 117 191]
  ...
  [ 54  68 134]
  [ 51  66 132]
  [ 49  65 131]]]",[1. 0. 0.]
"[[[221 208 246]
  [221 208 246]
  [221 208 246]
  ...
  [ 15  33  32]
  [ 15  33  32]
  [ 15  33  32]]

 [[221 208 246]
  [221 208 246]
  [221 208 246]
  ...
  [ 15  33  34]
  [ 15  33  33]
  [ 15  33  33]]

 [[223 207 246]
  [223 207 246]
  [223 207 246]
  ...
  [ 14  34  38]
  [ 14  34  37]
  [ 14  34  37]]

 ...

 [[ 59  83 146]
  [ 59  83 146]
  [ 58  82 145]
  ...
  [ 30  43  95]
  [ 29  41  93]
  [ 29  41  93]]

 [[ 92 119 184]
  [ 92 119 184]
  [ 91 118 182]
  ...
  [ 21  33  83]
  [ 19  31  81]
  [ 19  31  81]]

 [[101 129 194]
  [101 129 194]
  [100 127 191]
  ...
  [ 19  30  80]
  [ 17  28  78]
  [ 17  28  78]]]",[0. 1. 0.]
"[[[ 13  11  23]
  [ 10   8  21]
  [  3   3  18]
  ...
  [158 169 161]
  [153 166 156]
  [151 165 154]]

 [[  8   7  20]
  [  6   5  19]
  [  2   2  19]
  ...
  [158 168 161]
  [154 166 157]
  [152 165 155]]

 [[  0   0  15]
  [  0   0  16]
  [  0   0  19]
  ...
  [158 166 161]
  [155 165 158]
  [154 165 157]]

 ...

 [[  2   1  10]
  [  2   1   9]
  [  3   2   8]
  ...
  [  4   2  23]
  [  5   3  21]
  [  5   4  20]]

 [[  2   1  10]
  [  2   1  10]
  [  3   2   8]
  ...
  [  7   5  24]
  [  7   5  22]
  [  7   5  21]]

 [[  2   1  11]
  [  2   1  10]
  [  3   2   8]
  ...
  [  8   7  25]
  [  9   6  22]
  [  9   6  21]]]",[1. 0. 0.]
"[[[  9  11  35]
  [  9  11  35]
  [ 10  12  37]
  ...
  [ 14   7  17]
  [ 12   6  17]
  [ 12   6  17]]

 [[  9  11  35]
  [  9  11  35]
  [ 10  12  37]
  ...
  [ 14   7  18]
  [ 12   6  17]
  [ 12   6  17]]

 [[  6   7  31]
  [  6   7  31]
  [  8  10  35]
  ...
  [ 14   8  20]
  [ 13   8  20]
  [ 13   8  20]]

 ...

 [[  7   7  19]
  [  7   7  19]
  [  7   7  20]
  ...
  [ 79  96 127]
  [ 79  96 126]
  [ 79  96 126]]

 [[  7   7  19]
  [  7   7  19]
  [  7   7  20]
  ...
  [ 72  89 120]
  [ 71  89 120]
  [ 71  89 120]]

 [[  7   7  19]
  [  7   7  19]
  [  7   7  20]
  ...
  [ 72  89 120]
  [ 71  89 120]
  [ 71  89 120]]]",[0. 1. 0.]
"[[[ 18  17  37]
  [ 19  18  40]
  [ 21  22  48]
  ...
  [  3   8  26]
  [  6  10  26]
  [  8  11  26]]

 [[ 16  16  37]
  [ 17  18  40]
  [ 20  22  49]
  ...
  [  4   8  27]
  [  9  11  28]
  [ 10  12  28]]

 [[ 13  15  38]
  [ 15  17  41]
  [ 19  22  50]
  ...
  [  5   8  27]
  [ 12  13  30]
  [ 15  16  31]]

 ...

 [[  8   9  20]
  [  8   9  20]
  [  8   9  19]
  ...
  [151  80  50]
  [151  79  52]
  [151  78  53]]

 [[ 10  10  21]
  [ 12  11  21]
  [ 14  13  23]
  ...
  [142  79  50]
  [142  77  52]
  [142  77  52]]

 [[ 12  11  21]
  [ 13  12  22]
  [ 17  16  25]
  ...
  [137  79  50]
  [138  77  51]
  [138  76  52]]]",[1. 0. 0.]
"[[[ 3  5 29]
  [ 2  4 29]
  [ 0  2 29]
  ...
  [ 9  6 41]
  [12  8 43]
  [13  9 44]]

 [[ 2  4 28]
  [ 1  3 28]
  [ 0  1 29]
  ...
  [ 9  5 41]
  [11  7 42]
  [12  8 42]]

 [[ 0  2 26]
  [ 0  2 27]
  [ 0  0 29]
  ...
  [ 9  5 40]
  [10  7 40]
  [10  7 40]]

 ...

 [[ 6  8 32]
  [ 6  8 32]
  [ 6  8 32]
  ...
  [ 3 15 40]
  [ 7 20 46]
  [10 23 49]]

 [[ 6  9 31]
  [ 5  9 31]
  [ 5  9 31]
  ...
  [ 5 18 43]
  [ 9 22 49]
  [10 24 52]]

 [[ 6  9 30]
  [ 5  9 30]
  [ 4  9 30]
  ...
  [ 6 19 45]
  [ 9 23 50]
  [11 25 53]]]",[1. 0. 0.]
"[[[148 155 210]
  [148 155 210]
  [148 155 210]
  ...
  [216 200 183]
  [216 200 183]
  [216 200 183]]

 [[144 149 205]
  [144 149 205]
  [144 149 205]
  ...
  [216 201 184]
  [216 201 184]
  [216 201 184]]

 [[137 141 199]
  [137 141 199]
  [137 141 199]
  ...
  [217 203 185]
  [217 203 185]
  [217 203 185]]

 ...

 [[113 115 155]
  [113 115 155]
  [113 115 155]
  ...
  [242 226 214]
  [242 226 214]
  [242 226 214]]

 [[184 184 215]
  [184 184 215]
  [184 184 215]
  ...
  [242 225 215]
  [242 225 215]
  [242 225 215]]

 [[231 230 255]
  [231 230 255]
  [231 230 255]
  ...
  [242 225 216]
  [242 225 216]
  [242 225 216]]]",[0. 1. 0.]
"[[[ 51  47  52]
  [ 39  33  34]
  [ 47  43  42]
  ...
  [ 31  31  25]
  [ 34  34  28]
  [ 38  38  32]]

 [[ 51  46  48]
  [ 41  33  33]
  [ 55  50  49]
  ...
  [ 31  30  26]
  [ 34  33  29]
  [ 39  38  34]]

 [[ 51  45  46]
  [ 45  35  35]
  [ 66  60  58]
  ...
  [ 31  30  26]
  [ 34  33  29]
  [ 40  39  35]]

 ...

 [[ 23  22  18]
  [ 23  22  18]
  [ 24  23  19]
  ...
  [106 106 112]
  [105 104 113]
  [ 99  98 107]]

 [[ 23  22  18]
  [ 24  23  19]
  [ 25  24  20]
  ...
  [104 103 112]
  [102 101 110]
  [ 98  97 106]]

 [[ 23  22  18]
  [ 24  23  19]
  [ 25  24  20]
  ...
  [104 103 112]
  [102 101 110]
  [ 98  97 106]]]",[1. 0. 0.]
"[[[225 227 228]
  [216 217 219]
  [219 221 222]
  ...
  [ 31  36  29]
  [ 33  38  29]
  [ 37  40  31]]

 [[230 232 233]
  [221 223 224]
  [223 225 226]
  ...
  [ 30  34  28]
  [ 33  37  29]
  [ 37  39  32]]

 [[236 238 238]
  [230 231 232]
  [230 232 232]
  ...
  [ 29  32  28]
  [ 32  35  30]
  [ 37  39  33]]

 ...

 [[ 40  34  32]
  [ 44  39  36]
  [ 45  40  37]
  ...
  [ 95  91  88]
  [ 94  89  86]
  [ 90  85  82]]

 [[ 38  33  30]
  [ 42  37  34]
  [ 42  37  34]
  ...
  [ 85  80  77]
  [ 80  75  72]
  [ 74  69  66]]

 [[ 36  31  28]
  [ 41  36  33]
  [ 41  36  33]
  ...
  [ 76  71  68]
  [ 69  64  61]
  [ 61  56  53]]]",[1. 0. 0.]
"[[[ 69  74  59]
  [ 80  84  71]
  [ 87  92  81]
  ...
  [138 136 140]
  [116 113 117]
  [ 79  76  78]]

 [[ 60  65  50]
  [ 77  83  69]
  [ 90  95  84]
  ...
  [131 129 134]
  [106 104 108]
  [ 74  72  74]]

 [[ 49  54  39]
  [ 74  80  67]
  [ 92  98  87]
  ...
  [120 120 125]
  [ 94  93  97]
  [ 64  63  65]]

 ...

 [[ 33  26  23]
  [ 31  25  24]
  [ 29  24  23]
  ...
  [ 32  29  25]
  [ 30  27  23]
  [ 30  27  23]]

 [[ 34  26  23]
  [ 32  25  24]
  [ 31  24  24]
  ...
  [ 31  29  25]
  [ 30  27  23]
  [ 30  27  23]]

 [[ 35  26  23]
  [ 33  25  24]
  [ 32  24  24]
  ...
  [ 31  28  24]
  [ 30  27  23]
  [ 30  27  23]]]",[1. 0. 0.]
"[[[143 148 163]
  [134 138 156]
  [121 126 147]
  ...
  [200 202 203]
  [196 200 201]
  [191 196 199]]

 [[147 152 167]
  [136 140 158]
  [122 127 148]
  ...
  [201 202 206]
  [197 200 204]
  [191 195 200]]

 [[149 155 169]
  [138 142 158]
  [123 127 146]
  ...
  [200 203 208]
  [195 199 204]
  [188 194 201]]

 ...

 [[ 27  26  22]
  [ 26  25  21]
  [ 26  25  21]
  ...
  [ 30  27  23]
  [ 26  25  21]
  [ 26  25  21]]

 [[ 27  26  22]
  [ 26  25  21]
  [ 26  25  21]
  ...
  [ 30  27  23]
  [ 26  25  21]
  [ 26  25  21]]

 [[ 27  26  22]
  [ 26  25  21]
  [ 26  25  21]
  ...
  [ 30  27  23]
  [ 26  25  21]
  [ 26  25  21]]]",[1. 0. 0.]
"[[[106  97  94]
  [109  99  96]
  [113 104 101]
  ...
  [ 35  29  24]
  [ 35  29  24]
  [ 35  29  24]]

 [[105  96  93]
  [105  96  93]
  [107  98  96]
  ...
  [ 35  28  25]
  [ 34  28  24]
  [ 34  28  24]]

 [[104  96  92]
  [104  95  92]
  [105  96  93]
  ...
  [ 35  28  25]
  [ 34  28  25]
  [ 33  28  25]]

 ...

 [[ 90  88  87]
  [ 65  63  63]
  [ 41  39  38]
  ...
  [ 41  34  35]
  [ 40  33  34]
  [ 39  33  34]]

 [[ 91  89  88]
  [ 66  64  63]
  [ 41  39  38]
  ...
  [ 41  34  35]
  [ 40  33  35]
  [ 39  33  35]]

 [[ 92  90  89]
  [ 67  65  64]
  [ 41  40  39]
  ...
  [ 40  34  35]
  [ 40  33  35]
  [ 40  33  36]]]",[1. 0. 0.]
"[[[ 56  44  34]
  [ 57  44  35]
  [ 58  46  36]
  ...
  [203 178 164]
  [223 206 196]
  [235 224 216]]

 [[ 56  44  33]
  [ 56  44  33]
  [ 57  45  34]
  ...
  [199 175 162]
  [220 204 194]
  [233 222 214]]

 [[ 56  44  32]
  [ 56  44  32]
  [ 57  45  33]
  ...
  [193 171 160]
  [218 203 194]
  [233 222 214]]

 ...

 [[ 86  91 125]
  [ 86  90 125]
  [ 84  88 124]
  ...
  [131 120 115]
  [160 150 146]
  [178 169 166]]

 [[ 85  90 121]
  [ 85  89 121]
  [ 84  88 121]
  ...
  [136 125 122]
  [167 157 153]
  [185 176 173]]

 [[ 85  89 118]
  [ 85  89 118]
  [ 85  88 119]
  ...
  [140 129 125]
  [172 162 159]
  [191 182 179]]]",[1. 0. 0.]
"[[[180 117  79]
  [175 116  80]
  [168 116  81]
  ...
  [112 106 105]
  [138 133 133]
  [161 156 157]]

 [[180 117  80]
  [175 116  81]
  [168 116  82]
  ...
  [123 118 117]
  [148 143 144]
  [167 162 163]]

 [[181 117  82]
  [175 116  82]
  [168 115  82]
  ...
  [141 136 137]
  [163 158 160]
  [176 171 173]]

 ...

 [[118  83  57]
  [113  81  54]
  [108  78  51]
  ...
  [ 51  40  36]
  [ 49  37  33]
  [ 47  35  31]]

 [[118  80  57]
  [114  79  55]
  [108  76  52]
  ...
  [ 53  42  38]
  [ 50  38  34]
  [ 48  36  32]]

 [[118  79  57]
  [114  77  55]
  [108  75  52]
  ...
  [ 53  42  38]
  [ 50  39  35]
  [ 49  37  33]]]",[1. 0. 0.]
"[[[101  96 111]
  [112 107 124]
  [126 123 142]
  ...
  [200 202 221]
  [196 198 216]
  [192 194 212]]

 [[107 102 118]
  [119 114 132]
  [135 131 151]
  ...
  [201 203 221]
  [198 200 217]
  [194 196 214]]

 [[118 112 129]
  [130 124 143]
  [145 140 162]
  ...
  [201 204 221]
  [199 202 219]
  [197 200 217]]

 ...

 [[ 96  91  93]
  [ 92  87  89]
  [ 86  82  83]
  ...
  [100  95  92]
  [103  99  93]
  [105 102  94]]

 [[103  99 101]
  [ 96  91  93]
  [ 87  82  83]
  ...
  [102  97  94]
  [100  95  90]
  [ 97  94  87]]

 [[110 105 107]
  [100  95  96]
  [ 86  81  82]
  ...
  [101  96  93]
  [ 96  92  88]
  [ 92  88  83]]]",[1. 0. 0.]
"[[[ 56  54  54]
  [ 56  54  54]
  [ 58  54  55]
  ...
  [ 31  31  31]
  [ 32  32  32]
  [ 32  31  33]]

 [[ 60  58  58]
  [ 61  57  58]
  [ 63  58  59]
  ...
  [ 31  31  31]
  [ 32  32  32]
  [ 34  31  33]]

 [[ 59  57  57]
  [ 60  55  56]
  [ 61  56  58]
  ...
  [ 30  31  29]
  [ 31  32  30]
  [ 33  31  31]]

 ...

 [[122 121 131]
  [124 125 135]
  [120 119 129]
  ...
  [ 62  60  63]
  [ 62  61  62]
  [ 62  61  61]]

 [[117 116 126]
  [115 117 125]
  [109 109 118]
  ...
  [ 61  59  60]
  [ 61  60  60]
  [ 61  59  59]]

 [[114 113 123]
  [109 110 118]
  [100  99 108]
  ...
  [ 58  56  56]
  [ 58  56  56]
  [ 58  56  56]]]",[1. 0. 0.]
"[[[ 89 106 127]
  [ 94 112 134]
  [100 119 142]
  ...
  [206 197 193]
  [206 197 193]
  [206 197 193]]

 [[ 91 106 128]
  [ 96 113 135]
  [103 121 143]
  ...
  [206 197 193]
  [206 197 193]
  [206 197 193]]

 [[ 94 106 128]
  [ 99 114 135]
  [107 123 144]
  ...
  [207 198 194]
  [206 197 193]
  [205 196 192]]

 ...

 [[ 24  22  21]
  [ 24  23  21]
  [ 25  23  22]
  ...
  [ 93  89  94]
  [ 73  69  73]
  [ 57  54  58]]

 [[ 24  22  21]
  [ 24  22  22]
  [ 25  23  22]
  ...
  [ 95  91  96]
  [ 75  71  76]
  [ 59  55  60]]

 [[ 24  22  21]
  [ 25  22  22]
  [ 25  23  22]
  ...
  [ 98  94  99]
  [ 78  74  79]
  [ 62  58  63]]]",[1. 0. 0.]
"[[[147 136 174]
  [145 132 170]
  [138 125 163]
  ...
  [218 202 214]
  [206 193 207]
  [205 193 211]]

 [[145 134 172]
  [145 132 170]
  [139 126 164]
  ...
  [223 207 219]
  [214 200 214]
  [201 189 207]]

 [[148 136 174]
  [143 129 166]
  [140 126 164]
  ...
  [220 203 215]
  [212 197 211]
  [201 187 205]]

 ...

 [[115  72  83]
  [119  75  85]
  [108  65  74]
  ...
  [103  72  79]
  [100  70  77]
  [101  70  75]]

 [[108  65  76]
  [115  72  81]
  [114  71  80]
  ...
  [104  71  79]
  [101  70  77]
  [102  69  76]]

 [[102  59  70]
  [110  67  76]
  [116  73  82]
  ...
  [104  72  79]
  [102  71  78]
  [103  70  77]]]",[1. 0. 0.]
"[[[105  72  80]
  [105  75  82]
  [107  79  86]
  ...
  [ 85  64  61]
  [ 77  56  57]
  [ 63  44  51]]

 [[104  70  80]
  [105  74  83]
  [103  71  80]
  ...
  [ 89  68  66]
  [ 83  64  64]
  [ 88  70  79]]

 [[103  68  78]
  [108  74  84]
  [104  70  80]
  ...
  [116  96  96]
  [127 108 112]
  [133 116 127]]

 ...

 [[226 209 216]
  [221 203 212]
  [211 191 204]
  ...
  [129 117 136]
  [103  84  99]
  [ 79  54  64]]

 [[238 227 232]
  [235 223 230]
  [228 214 224]
  ...
  [116 100 119]
  [ 89  65  81]
  [ 77  49  60]]

 [[242 239 241]
  [241 236 241]
  [238 229 239]
  ...
  [105  84 102]
  [ 82  55  69]
  [ 80  49  60]]]",[1. 0. 0.]
"[[[56 37 52]
  [57 40 57]
  [66 49 67]
  ...
  [66 51 65]
  [66 51 65]
  [66 51 65]]

 [[56 37 52]
  [59 41 58]
  [67 50 68]
  ...
  [65 50 64]
  [65 50 64]
  [65 50 64]]

 [[56 37 52]
  [60 42 59]
  [68 51 69]
  ...
  [65 49 64]
  [65 49 64]
  [64 49 63]]

 ...

 [[63 47 49]
  [59 43 48]
  [65 48 61]
  ...
  [66 52 63]
  [71 54 67]
  [75 58 71]]

 [[67 51 57]
  [61 45 53]
  [73 56 71]
  ...
  [69 55 66]
  [74 57 70]
  [74 57 70]]

 [[63 47 58]
  [61 45 58]
  [80 64 82]
  ...
  [68 54 66]
  [71 57 68]
  [71 57 68]]]",[1. 0. 0.]
"[[[58 38 57]
  [61 42 59]
  [62 43 60]
  ...
  [55 38 51]
  [55 38 51]
  [52 35 48]]

 [[57 38 55]
  [59 40 57]
  [61 42 58]
  ...
  [53 39 51]
  [52 38 50]
  [51 37 49]]

 [[56 37 53]
  [58 39 56]
  [59 41 58]
  ...
  [52 38 50]
  [51 38 49]
  [51 37 49]]

 ...

 [[55 43 49]
  [55 43 50]
  [53 41 48]
  ...
  [56 52 71]
  [57 53 70]
  [56 48 67]]

 [[58 45 51]
  [57 44 51]
  [55 43 50]
  ...
  [56 53 70]
  [56 53 68]
  [57 52 68]]

 [[53 39 45]
  [50 37 45]
  [50 37 45]
  ...
  [57 54 69]
  [57 54 69]
  [56 51 66]]]",[1. 0. 0.]
"[[[143 123 136]
  [141 121 134]
  [134 115 128]
  ...
  [ 61  47  51]
  [ 61  47  51]
  [ 62  48  52]]

 [[162 142 155]
  [159 139 152]
  [148 129 142]
  ...
  [ 65  51  55]
  [ 66  52  56]
  [ 67  53  57]]

 [[174 155 170]
  [170 151 166]
  [158 139 154]
  ...
  [ 72  58  62]
  [ 74  60  64]
  [ 75  61  65]]

 ...

 [[ 70  56  68]
  [ 68  54  66]
  [ 67  53  65]
  ...
  [ 67  49  52]
  [ 66  47  50]
  [ 65  46  49]]

 [[ 63  48  62]
  [ 64  49  63]
  [ 65  50  64]
  ...
  [ 67  49  52]
  [ 67  48  51]
  [ 66  47  50]]

 [[ 61  46  60]
  [ 62  47  61]
  [ 63  48  62]
  ...
  [ 67  49  52]
  [ 65  46  49]
  [ 64  45  48]]]",[1. 0. 0.]
"[[[ 69  48  63]
  [ 69  47  64]
  [ 94  72  91]
  ...
  [ 68  51  73]
  [ 65  47  68]
  [ 62  43  64]]

 [[ 71  50  65]
  [ 71  50  67]
  [111  88 107]
  ...
  [ 66  49  71]
  [ 62  45  66]
  [ 60  41  62]]

 [[ 69  48  63]
  [ 73  52  70]
  [125 101 122]
  ...
  [ 64  47  67]
  [ 61  42  61]
  [ 59  39  58]]

 ...

 [[ 60  31  38]
  [ 62  32  37]
  [ 66  34  39]
  ...
  [ 80  53  48]
  [ 76  50  46]
  [ 76  48  44]]

 [[ 71  37  44]
  [ 80  46  52]
  [ 88  52  57]
  ...
  [107  77  67]
  [106  76  67]
  [107  76  67]]

 [[ 96  60  66]
  [105  68  73]
  [112  73  79]
  ...
  [104  72  61]
  [105  73  62]
  [105  73  62]]]",[1. 0. 0.]
